Blue,Green,Red,RE1,RE2,RE3,NIR,NIR2,SWIR1,SWIR2,NDVI,BSI,SAVI,MSAVI2,EVI2,NDRE,NDWI,BI,SI1,SI2,NDSI,ClayIndex,AlOH,IronIndex,FerrousIndex,SWIR_ratio,RedEdge_ratio,CarbonateIndex,RI,CI_green,elevation,slope,aspect,hillshade,curvature,plan_curvature,profile_curvature,TWI,label_pH,label_EC,label_OC,label_N,label_P,label_K,label_Fe,label_Cu,label_B,label_Zn,lat,lon,source
0.12915857,0.14915714,0.16527143,0.16874,0.22225714,0.24343714,0.2506657,0.25997144,0.2511014,0.19186856,0.21452013,0.050282322,0.1426629,0.12628207,0.13225041,0.017263463,-0.26302353,0.1936617,0.15715234,0.0041861422,0.13381034,1.3112403,1.3112403,1.1568248,1.2983366,1.0057039,86.72378,1.3112403,1.0500934,0.7253847,18.26999,2.049966,131.34067,178.94797,-0.040339746,4.1404166,0.7861131,2.2454083,7.0,0.4,0.5136625,140.0,21.398850000000003,55.0,2.25,0.8,0.3672382761723828,0.675,16.40992,80.8069753,real
0.11619811,0.1306057,0.1408886,0.15867026,0.20441772,0.2237728,0.21988355,0.24514365,0.26194113,0.2120709,0.21993174,0.09283871,0.13680984,0.118955374,0.12601085,0.060510643,-0.25579193,0.16857304,0.13555452,0.0895567,0.10443731,1.2350029,1.2350029,1.1178272,1.2293234,0.8428057,90.233284,1.2350029,1.1378173,0.6940192,19.054844,1.3142081,133.35272,179.45192,0.036324795,4.523539,0.5455049,1.5574298,7.0,0.4,0.3289375,140.0,24.31605,55.0,2.25,0.7815900000000002,0.3486249999999999,0.45792,16.406496199999996,80.7744872,real
0.11352619,0.1363024,0.16085,0.17726906,0.22520594,0.24784048,0.2497262,0.26404405,0.27285835,0.20949286,0.21834138,0.088439286,0.14603388,0.12929203,0.13545305,0.048702568,-0.2944747,0.18891725,0.14821756,0.04379858,0.12676342,1.2922517,1.2922517,1.1544778,1.437351,0.9209978,101.26998,1.2922517,1.1069819,0.8429819,16.698051,2.590789,139.16951,179.40475,0.050144296,3.9151611,1.0047698,0.05398168,7.0,0.4,0.4572082208220821,140.0,23.5928,55.0,2.25,0.8,0.611875,1.08948,16.484559799999992,80.8150166,real
0.10363689,0.12432087,0.14138253,0.16230729,0.19981262,0.2180641,0.21360779,0.22806798,0.23879127,0.19198106,0.20193788,0.09334453,0.123260796,0.10670455,0.11315404,0.07416985,-0.26082617,0.16508654,0.13250437,0.059635784,0.10930951,1.2525798,1.2525798,1.1244103,1.3712195,0.8950468,115.03197,1.2525798,1.1694795,0.71802753,18.13678,1.8123783,167.20691,181.23524,-0.052039377,4.166391,0.7201907,0.37873986,7.0,0.4,0.5394625,140.0,19.6845,55.0,2.25,0.8,0.31575,0.57372,16.484384899999995,80.7761031,real
0.11633577,0.13560244,0.15155588,0.16827942,0.21153626,0.23374511,0.23215882,0.25014365,0.2582956,0.20810932,0.21248853,0.08472101,0.13635004,0.119385585,0.12586784,0.05483271,-0.2664432,0.17861433,0.14334401,0.05762995,0.10791371,1.243517,1.243517,1.117281,1.3191199,0.89777285,92.297066,1.243517,1.1249477,0.73458743,18.782686,1.418211,132.67284,180.0,0.08377142,4.4890842,0.564513,2.040737,7.0,0.4,0.5903840384038403,140.0,16.92295,55.0,2.25,0.7892199999999999,0.25,0.6322800000000001,16.4956512,80.7590783,real
0.10929803,0.12729353,0.14814495,0.16544859,0.18349776,0.20179437,0.20113343,0.22136237,0.25338033,0.21260478,0.16436473,0.1344631,0.09923497,0.085112326,0.09051915,0.059997343,-0.239826,0.162935,0.13732019,0.114648335,0.08917384,1.1976615,1.1976615,1.0911163,1.4107021,0.80742055,149.28598,1.1976615,1.144682,0.6522434,8.654674,1.9443192,146.20894,179.48996,0.5996473,4.228968,0.80862236,0.1325023,7.0,0.43614,0.62155,140.0,12.32495,55.0,6.538049999999999,0.79349,0.632,0.71664,16.008629,81.0333323,real
0.24850078,0.24967109,0.24425977,0.27111644,0.33313793,0.3666207,0.3657137,0.37663826,0.312068,0.25942266,0.20085332,-0.009547202,0.15845029,0.14841855,0.15027887,0.04988415,-0.21689175,0.29258823,0.24655087,-0.048576575,0.09566853,1.2128619,1.2128619,1.0680023,1.1636379,1.1306286,78.54396,1.2128619,1.113087,0.5800201,10.068565,2.1384943,116.20656,176.62975,-1.1399437,4.5633597,0.8371621,2.6163151,7.0,0.4,0.6128875000000001,140.0,15.2581,55.0,2.25,0.8,0.5927500000000001,0.6290399999999999,15.989717100000002,81.0005826,real
0.21257044,0.21895087,0.21974391,0.24934566,0.30534697,0.32928476,0.32534432,0.34094784,0.30519217,0.23857781,0.20209982,0.0059423572,0.14702675,0.13539532,0.13834824,0.06407485,-0.21678229,0.26007223,0.21895407,-0.023550527,0.13661282,1.3211983,1.3211983,1.1580515,1.1558684,1.0581756,140.94662,1.3211983,1.1423931,0.575377,8.32384,1.1811348,121.62165,179.47784,-0.30801687,4.6713285,0.46897957,1.5150374,7.0,0.4,0.5972125,140.0,14.05635,55.0,2.25,0.8,0.29625,0.3,16.0217129,80.9581447,real
0.10563874,0.12750249,0.1486825,0.15393874,0.19804251,0.2190175,0.22539124,0.24077873,0.244,0.19180875,0.20786662,0.08704951,0.13209298,0.11520004,0.1217039,0.018757628,-0.2777132,0.17308097,0.13773724,0.039331384,0.11736647,1.2681977,1.2681977,1.1331704,1.4262795,0.93251485,121.45964,1.2681977,1.0478572,0.78389657,7.6257496,1.3797462,145.91972,180.44127,0.6031746,4.4851294,0.54877526,1.1273729,7.0,0.4,0.5215749999999999,140.0,15.362599999999995,55.0,2.4177,0.7517,0.8965000000000001,0.73452,15.973910600000002,80.9978145,real
0.11887125,0.13056,0.135225,0.1518825,0.19956501,0.22379251,0.21889624,0.23827748,0.22119002,0.17768124,0.23610087,0.028899562,0.1457831,0.1267561,0.1344413,0.059082024,-0.25323728,0.16684482,0.13251936,0.007068378,0.10836382,1.2435942,1.2435942,1.1076939,1.1827682,0.9891957,87.37775,1.2435942,1.1289183,0.6902522,6.045502,1.5734876,152.77353,178.13333,-1.0490301,4.8315053,0.5661767,1.3000004,7.0,0.4,0.5486201379862015,140.0,18.84245,55.0,2.25,0.8,0.25,0.6111599999999999,15.9272988,81.0332572,real
0.07439406,0.098488145,0.12210085,0.1358305,0.17123814,0.1932212,0.18637289,0.21140254,0.21977119,0.17251949,0.19635607,0.1651258,0.1156809,0.09957435,0.106100716,0.080178715,-0.27804926,0.14132652,0.109427325,0.10951239,0.13856216,1.3378415,1.3378415,1.2002982,1.8371532,0.8435344,542.691,1.3378415,1.2541113,0.84207916,9.875357,1.9867264,137.517,179.33653,0.026709434,4.4140067,0.8207898,2.7088404,7.0,0.4356199999999999,0.5479375000000001,140.0,11.2255,55.0,2.25,0.8,0.678125,0.3,16.063738,81.033858,real
0.13591428,0.1545,0.17348573,0.17265,0.23600002,0.26687858,0.26585,0.2769,0.28395715,0.23600712,0.2178803,0.067237906,0.14947487,0.13294618,0.1389103,0.006394384,-0.26192147,0.20407355,0.1632357,0.03614558,0.097055756,1.2172667,1.2172667,1.0922534,1.3136019,0.938146,69.85083,1.2172667,1.0208527,0.7188638,9.6802435,1.7010494,142.51369,179.6045,-0.768846,4.3919024,0.6775436,2.2581291,7.0,0.4455,0.546025,140.0,11.964246424642464,55.0,2.25,0.8,1.0395,0.3,16.02684049999999,81.060133,real
0.42529863,0.41799325,0.3980554,0.43927738,0.51461214,0.5496517,0.5420919,0.5593905,0.42997295,0.3295341,0.1680544,-0.055815518,0.15319948,0.15020323,0.14718768,0.049313556,-0.15929328,0.45817,0.4076165,-0.09911299,0.13533257,1.315353,1.315353,1.1300217,1.034333,1.2371377,34.480408,1.315353,1.106732,0.41054842,8.5,1.3423637,146.6493,180.70993,0.15646976,4.8246346,0.5465307,0.8160084,7.0,0.4,0.5338,140.0,14.86485,55.0,2.25,0.8,0.644125,0.3,16.0432589,80.9980023,real
0.097519815,0.11551132,0.12251886,0.14191887,0.18396415,0.20559244,0.19204056,0.2157302,0.1836566,0.13934056,0.21841647,0.014619802,0.12511216,0.10689534,0.114464834,0.08073039,-0.23791954,0.14790659,0.11862557,-0.045541354,0.16195168,1.4033966,1.4033966,1.1996108,1.2734761,1.1432487,112.77871,1.4033966,1.1856782,0.6579773,7.494498,1.9464415,162.69626,179.84879,-0.1647143,4.2042356,0.7922534,1.2042676,7.0,1.7,0.625,140.0,16.5,55.0,12.0,0.8,0.875,0.3,16.381444399999996,81.4290172,real
0.10072419,0.12337097,0.13355806,0.15169999,0.18979515,0.2085258,0.20662902,0.22369839,0.23269518,0.18577257,0.22136022,0.07977916,0.13286874,0.114816345,0.122154035,0.074897155,-0.2529221,0.1591663,0.12809816,0.05168358,0.1268244,1.2971584,1.2971584,1.1522018,1.3054895,0.91582626,103.02724,1.2971584,1.181767,0.69499266,8.0734825,1.9263196,116.59766,180.63792,-0.75079864,4.649441,0.80459905,1.6731917,7.0,0.99436,0.47498499849985,140.0,16.343799999999998,55.0,5.035575000000001,0.76003,0.5357500000000001,0.50568,16.377090299999995,81.3097125,real
0.10814691,0.12678711,0.14357215,0.15698865,0.19714382,0.21778557,0.22283196,0.24129586,0.2691196,0.22710359,0.21895969,0.11157558,0.13834429,0.12058451,0.12755208,0.047201067,-0.27527493,0.16986947,0.13487774,0.09514714,0.087325275,1.1928115,1.1928115,1.0833776,1.340669,0.8310687,100.630516,1.1928115,1.1051148,0.7651243,10.262434,1.9295639,140.81326,179.06984,-1.217284,4.618143,0.7592005,2.7253253,7.0,0.725,0.8125,140.0,17.7375,55.0,5.90625,0.7825,0.25,0.3,16.351357299999997,81.28426370000001,real
0.12440526,0.14307106,0.15901579,0.16447368,0.2128921,0.23975526,0.23819475,0.25246316,0.21791054,0.17720526,0.2001521,0.020324096,0.13223058,0.11632204,0.122113064,0.02190753,-0.24765034,0.18567216,0.15077816,-0.04311393,0.098932885,1.2214937,1.2214937,1.0743356,1.2681966,1.1004705,71.77158,1.2214937,1.0611622,0.6635629,13.206145,2.3125796,114.3131,178.05573,-0.5309039,4.0430574,0.9475606,0.6730211,7.0,0.4,0.9134875,147.168,17.06485,55.0,7.500375,0.76409,0.25,0.33072,16.367539,81.4907777,real
0.10390834,0.12404583,0.1290677,0.14163958,0.18440938,0.20708644,0.19911666,0.22004062,0.18489479,0.13511458,0.21182661,0.0059330463,0.1216641,0.105323106,0.111848354,0.0767402,-0.20633309,0.15497886,0.12643151,-0.047350407,0.19465369,1.5154079,1.5154079,1.2773896,1.2170178,1.1373085,98.24021,1.5154079,1.2143539,0.5535991,7.681388,2.513844,216.41295,182.00316,-1.1475639,4.0457835,0.9566539,1.9159003,7.0,0.4,0.590909090909091,140.0,18.4998,55.0,10.22745,0.8,0.590875,0.3,16.3817538,81.3228091,real
0.08401776,0.10148271,0.116842516,0.14129299,0.15925981,0.17676635,0.17634438,0.19149952,0.21063738,0.14882523,0.1848336,0.07291415,0.1061385,0.09106824,0.09719564,0.10714303,-0.22651352,0.13620493,0.108633146,0.02132579,0.19154128,1.4887099,1.4887099,1.2837156,1.3800035,1.0296764,176.17271,1.4887099,1.2510167,0.676293,8.343272,2.966538,203.06961,184.18958,-0.49094778,4.1044097,1.192561,1.393984,7.0,0.4,0.7321374999999999,260.00800000000004,16.5,55.0,12.0,0.8,0.428625,0.3,16.3975,81.3819,real
0.12107198,0.1400095,0.15291812,0.16540733,0.21082543,0.23391506,0.2309612,0.25207198,0.24125819,0.19633707,0.20684706,0.06291162,0.13244636,0.11595391,0.12214662,0.0424288,-0.25161988,0.1793962,0.14620675,0.026060667,0.10558681,1.2379743,1.2379743,1.1049263,1.2894298,0.9592869,84.49766,1.2379743,1.0964595,0.6816626,9.909318,1.7358084,184.62631,182.27742,0.23046595,4.327973,0.7919953,2.0989542,7.0,0.4,0.4375,140.0,16.5,55.0,2.25,0.8,0.25,0.3,16.3774068,81.3670313,real
0.10936821,0.12463608,0.13773859,0.15593858,0.1859332,0.20498213,0.20592643,0.22043678,0.24132213,0.20790356,0.1972704,0.09527774,0.12001795,0.10336376,0.10995621,0.062755644,-0.24398272,0.1605637,0.13116176,0.08401165,0.073173575,1.1598971,1.1598971,1.0527273,1.2571293,0.8520765,95.10397,1.1598971,1.1395769,0.65368795,8.033833,2.0210843,65.04657,177.54488,-0.4412393,4.1536574,0.7949114,0.9503565,7.0,0.4,0.7,140.0,19.8,55.0,2.25,0.8,0.25,0.3,16.395113399999996,81.4442468,real
0.09526765,0.1145647,0.12471177,0.13843824,0.1798706,0.20300883,0.19405295,0.22460295,0.21824118,0.17550589,0.22127628,0.08921997,0.12582837,0.10766979,0.11517457,0.06530919,-0.2502715,0.14888674,0.11917002,0.06717116,0.11961751,1.2835406,1.2835406,1.1497964,1.3047199,0.8867274,125.714874,1.2835406,1.1651593,0.6902823,6.867089,2.1525822,199.8156,179.82912,-1.4806612,4.284368,0.8734567,1.7661488,7.0,0.4,0.6874750000000001,140.0,17.874450000000003,55.0,3.062175,0.8,0.354125,0.3,16.3924078,81.3240945,real
0.10568376,0.11956251,0.12453625,0.13964376,0.1750925,0.19605875,0.193505,0.20776124,0.19110624,0.1472275,0.21447451,0.019709872,0.12375011,0.10654807,0.11357333,0.07677539,-0.22168584,0.1504471,0.121638104,-0.012411614,0.14269233,1.3399005,1.3399005,1.165072,1.1773531,1.0551333,110.00104,1.3399005,1.2020794,0.6015757,8.399428,2.4325764,175.63618,179.55519,-0.6166488,4.3035383,0.94517887,1.630029,7.0,0.4,0.6625,140.0,11.0,55.0,3.225,0.8,0.25,0.3,16.398352999999997,81.3519895,real
0.115340084,0.13122298,0.12893827,0.15313426,0.17177929,0.18422161,0.1833901,0.1916937,0.18265407,0.1364054,0.17717831,0.03752398,0.096101925,0.082365826,0.08781202,0.119073436,-0.15565817,0.1505655,0.12985349,0.013983174,0.15071514,1.3610551,1.3610551,1.1978183,1.1840595,0.9952806,127.27851,1.3610551,1.3032435,0.4120825,9.577496,1.6822151,118.06485,179.01408,-0.9320594,4.552061,0.77927935,1.6702135,7.0,0.4,0.30625,140.0,22.275,55.0,3.225,0.8,0.25,0.3,16.357420999999995,81.4224116,real
0.05948284,0.07069888,0.0823597,0.10710019,0.11820541,0.12825093,0.12446549,0.13533191,0.15160951,0.11116847,0.20204751,0.12264144,0.08821455,0.0707619,0.078691,0.13433905,-0.28047213,0.09553888,0.07621265,0.09726173,0.15775223,1.3764974,1.3764974,1.2325783,1.4774233,0.83016,441.29092,1.3764974,1.313373,0.79740596,5.252557,1.0874445,140.13791,179.46985,-0.1262786,4.562566,0.4261023,-0.060530234,7.166625,0.4,0.5999875,140.0,8.4337,55.0,2.9003250000000005,0.8,0.958375,0.42,16.2177151,81.1269817,real
0.07513125,0.09547902,0.117174104,0.14775804,0.16316295,0.17786832,0.17353794,0.18736339,0.16945359,0.1215326,0.18983634,0.0736195,0.10572262,0.08904648,0.09598644,0.11904369,-0.28382617,0.13299069,0.10571354,-0.010101992,0.16613065,1.4011276,1.4011276,1.2258291,1.5467957,1.0291431,207.77188,1.4011276,1.2762839,0.80792874,6.666667,1.2021885,140.8467,180.46945,-0.3215434,4.8436604,0.47818667,0.44216388,7.142875,0.4,0.625,140.0,10.3719,55.0,2.25,0.8,0.25,0.4371599999999999,16.1008215,81.0147338,real
0.145325,0.180775,0.1912,0.2274625,0.29415,0.31053752,0.3148,0.3383125,0.2844625,0.19777499,0.24527389,0.044658706,0.177738,0.16327953,0.16819805,0.087579295,-0.2895296,0.23716938,0.18556291,-0.018388912,0.17680372,1.4310768,1.4310768,1.2391945,1.3779153,1.0702822,110.32437,1.4310768,1.194273,0.83772314,5.216881,1.4631492,113.55817,178.97862,1.0217236,4.768102,0.5683365,-0.94454145,7.347249999999999,0.97772,0.708325,140.0,7.9442,55.0,2.25,0.64446,0.25,0.3,16.2394036,81.1564083,real
0.10857551,0.13684694,0.16881837,0.1782847,0.2306153,0.25691223,0.26167753,0.28438368,0.29238367,0.23490511,0.22152276,0.11242637,0.1513952,0.13505538,0.1409144,0.03234115,-0.32062882,0.19637357,0.1514489,0.055191815,0.1087332,1.2453893,1.2453893,1.1174501,1.6705911,0.90641844,158.53654,1.2453893,1.0773721,0.9795532,8.413719,1.831915,192.48546,183.01822,-0.21829227,4.3073764,0.75912035,0.9312454,7.0,1.5817,0.7272625,140.0,8.75105,55.0,6.238725,0.13185,0.25,0.3,16.2491787,81.1757964,real
0.111129686,0.12497144,0.13665089,0.15642656,0.18417813,0.20172521,0.19998884,0.22064063,0.2506712,0.21752657,0.19201633,0.110714436,0.11448695,0.09805366,0.10461048,0.07193166,-0.23255454,0.1576105,0.13058795,0.11417136,0.072810054,1.1582607,1.1582607,1.0588652,1.2341961,0.80007315,95.97734,1.1582607,1.1623255,0.6111064,9.519347,1.6596808,127.19739,178.75507,-0.022719216,4.3119698,0.7991954,0.12872848,7.0,0.4,0.5282221777822218,140.0,7.9838,55.0,2.25,0.23545,0.25,0.3,16.1953119,81.1577184,real
0.0536939,0.06749288,0.05536169,0.08056949,0.05977424,0.06213102,0.050372038,0.054498814,0.05866543,0.04817017,-0.20196164,0.14447936,-0.011710592,-0.0075693605,-0.009586704,0.30085367,0.37107077,0.059337616,0.060745135,0.10546536,0.14054827,1.3388484,1.3388484,1.1847199,0.92587143,0.8404067,181.69861,1.3388484,1.7882693,-0.5170368,3.5432875,2.0619862,180.5099,181.44795,1.1086576,4.2430215,0.8359621,-0.88632965,7.03125,0.4,0.803125,140.0,7.975,55.0,3.225,0.8,0.25,0.33,16.1114828,81.06201250000001,real
0.051896013,0.07200184,0.052779753,0.07390184,0.08339264,0.09047086,0.062556446,0.09364508,0.07368282,0.04743865,0.012867843,0.034306973,0.020395016,0.016845312,0.01847444,0.16232981,0.15086961,0.06429467,0.061198335,0.062369365,0.19931868,1.522638,1.522638,1.319682,1.0480533,0.93408626,154.78906,1.522638,1.4348809,-0.17028163,5.304501,2.0810778,128.88306,178.11285,0.48699015,4.4527597,0.92869985,-1.3572122,7.732749999999999,0.4,0.7155159484051595,140.0,8.1554,55.0,6.620925000000001,0.1,0.33625,0.3414,16.253413399999992,81.2127214,real
